Country,Continent,Year,Import (US$ Billion)
Russia,Asia,2015,325.4464613
Rwanda,Africa,2015,0.3710398
Saudi Arabia,Asia,2015,190.0876362
Senegal,Africa,2015,2.25322421
Serbia,Europe,2015,13.95742698
Singapore,Asia,2015,228.5306571
Solomon Islands,Oceania,2015,0.71441064
Sierra Leone,Africa,2015,0.65125428
El Salvador,North America,2015,5.4790146
San Marino,Europe,2015,0.14461444
Somalia,Africa,2015,0.69518941
South Sudan,Africa,2015,2.33942453
Sao Tome and Principe,Africa,2015,0.0145704
Sudan,Africa,2015,3.80798198
Suriname,South America,2015,1.9028186
Slovakia,Europe,2015,67.01329972
Slovenia,Europe,2015,26.31065938
Sweden,Europe,2015,137.6220194
Eswatini,Africa,2015,1.93710413
Seychelles,Africa,2015,0.48482328
Syria,Asia,2015,0.89893146
Chad,Africa,2015,2.39896314
Togo,Africa,2015,2.34616161
Thailand,Asia,2015,236.1537354
Tajikistan,Asia,2015,0.96642686
Turkmenistan,Asia,2015,10.10935308
Timor-Leste,Asia,2015,0.34162509
Tonga,Oceania,2015,0.01227122
Trinidad and Tobago,North America,2015,12.71695533
Tunisia,Africa,2015,14.29002818
Turkey,Asia,2015,136.9036348
Tuvalu,Oceania,2015,0.03888344
Tanzania,Africa,2015,4.79624699
Uganda,Africa,2015,1.68979713
Ukraine,Europe,2015,43.21470679
Uruguay,South America,2015,9.51331734
United States,North America,2015,1423.375853
Uzbekistan,Asia,2015,6.44201259
Holy See,Europe,2015,0.03065883
St. Vincent and the Grenadines,North America,2015,0.17639126
Venezuela,South America,2015,38.19466303
Vietnam,Asia,2015,195.758017
Vanuatu,Oceania,2015,0.89120587
Samoa,Oceania,2015,0.05326025
Yemen,Asia,2015,2.01999431
South Africa,Africa,2015,116.5908088
DR Congo,Africa,2015,5.86408655
Zambia,Africa,2015,6.12458757
Zimbabwe,Africa,2015,2.44141738
Afghanistan,Asia,2016,1.06778454
Angola,Africa,2016,28.30435938
Albania,Europe,2016,2.04392517
Andorra,Europe,2016,0.10809064
United Arab Emirates,Asia,2016,159.7117609
Argentina,South America,2016,60.49873204
Armenia,Europe,2016,1.64152635
Antigua and Barbuda,North America,2016,0.26005783
Australia,Oceania,2016,201.8755457
Austria,Europe,2016,143.5944646
Azerbaijan,Europe,2016,13.02203098
Burundi,Africa,2016,0.18420018
Belgium,Europe,2016,303.2029347
Benin,Africa,2016,1.08296891
Bangladesh,Asia,2016,37.90922296
Bulgaria,Europe,2016,25.97468906
Bahrain,Asia,2016,7.85675348
Bahamas,North America,2016,1.4777151
Bosnia and Herzegovina,Europe,2016,5.40293582
Belarus,Europe,2016,19.29728954
Belize,North America,2016,0.42228031
Bolivia,South America,2016,7.04638209
Brazil,South America,2016,199.7325451
Barbados,North America,2016,0.35378003
Brunei,Asia,2016,4.76713539
Bhutan,Asia,2016,0.14595115
Botswana,Africa,2016,7.15630124
Central African Republic,Africa,2016,0.13769462
Canada,North America,2016,392.4953793
Switzerland,Europe,2016,308.0969576
Chile,South America,2016,62.6778575
China,Asia,2016,2396.469751
Ivory Coast,Africa,2016,11.10163444
Cameroon,Africa,2016,3.78633474
Republic of the Congo,Africa,2016,5.53216105
Colombia,South America,2016,36.12696367
Comoros,Africa,2016,0.08142189
Cape Verde,Africa,2016,0.10093901
Costa Rica,North America,2016,13.55353777
Cuba,North America,2016,1.59272553
Cyprus,Europe,2016,3.11356726
Czechia,Europe,2016,147.1130457
Germany,Europe,2016,1238.742734
Djibouti,Africa,2016,0.11372251
Dominica,North America,2016,0.0634717
Denmark,Europe,2016,83.7159985
Dominican Rep.,North America,2016,9.05134063
Algeria,Africa,2016,29.20409551
Ecuador,South America,2016,18.38424787
Egypt,Africa,2016,25.19056054
Eritrea,Africa,2016,0.38238812
Spain,Europe,2016,266.6308354
Estonia,Europe,2016,13.54788318
Ethiopia,Africa,2016,2.68709379
Finland,Europe,2016,62.94253972
Fiji,Oceania,2016,0.68070206
France,Europe,2016,508.797392
Micronesia,Oceania,2016,0.06263348
Gabon,Africa,2016,4.70403596
United Kingdom,Europe,2016,375.2341848
Georgia,Europe,2016,1.87664431
Ghana,Africa,2016,12.32922773
Guinea,Africa,2016,3.41399746
Gambia,Africa,2016,0.17048798
Guinea-Bissau,Africa,2016,0.36003639
Equatorial Guinea,Africa,2016,4.64465886
Greece,Europe,2016,25.23036445
Grenada,North America,2016,0.03877758
Guatemala,North America,2016,11.09037664
Guyana,South America,2016,1.5074771
Honduras,North America,2016,8.5846522
Croatia,Europe,2016,11.8055279
Haiti,North America,2016,1.12580845
Hungary,Europe,2016,100.1290699
Indonesia,Asia,2016,169.1391418
India,Asia,2016,246.9402719
Ireland,Europe,2016,160.0762119
Iran,Asia,2016,48.83880429
Iraq,Asia,2016,49.6091208
Iceland,Europe,2016,4.38332599
Israel,Asia,2016,58.72070571
Italy,Europe,2016,453.9218233
Jamaica,North America,2016,1.04677135
Jordan,Asia,2016,6.65511957
Japan,Asia,2016,728.4822967
Kazakhstan,Asia,2016,29.8066275
Kenya,Africa,2016,5.24137357
Kyrgyzstan,Asia,2016,0.81814769
Cambodia,Asia,2016,17.21190125
Kiribati,Oceania,2016,0.13263637
St. Kitts and Nevis,North America,2016,0.08556574
South Korea,Asia,2016,529.7629724
Kuwait,Asia,2016,43.99101467
Laos,Asia,2016,4.42745866
Lebanon,Asia,2016,2.7547082
Liberia,Africa,2016,1.08386107
Libya,Africa,2016,9.82577186
St. Lucia,North America,2016,1.50430008
Sri Lanka,Asia,2016,10.49586985
Lesotho,Africa,2016,0.92787005
Lithuania,Europe,2016,19.94730318
Luxembourg,Europe,2016,16.10090222
Latvia,Europe,2016,10.9733937
Morocco,Africa,2016,25.97304691
Moldova,Europe,2016,2.37651851
Madagascar,Africa,2016,2.75269585
Maldives,Asia,2016,0.2817332
Mexico,North America,2016,402.7921689
Marshall Islands,Oceania,2016,0.62952434
North Macedonia,Europe,2016,5.72760443
Mali,Africa,2016,2.67115488
Malta,Europe,2016,6.21023501
Myanmar,Asia,2016,11.60446461
Mongolia,Asia,2016,4.65457693
Montenegro,Europe,2016,0.42014186
Mozambique,Africa,2016,4.33552632
Mauritania,Africa,2016,2.34484956
Mauritius,Africa,2016,2.66647331
Malawi,Africa,2016,0.9117215
Malaysia,Asia,2016,262.4309584
Namibia,Africa,2016,3.23778864
Niger,Africa,2016,0.74268885
Nigeria,Africa,2016,36.72485564
Nicaragua,North America,2016,5.47922278
Netherlands,Europe,2016,409.4559929
Norway,Europe,2016,86.8570518
Nepal,Asia,2016,0.71149558
Nauru,Oceania,2016,0.02206386
New Zealand,Oceania,2016,35.15827723
Oman,Asia,2016,26.6869679
Pakistan,Asia,2016,22.28766313
Panama,North America,2016,5.39986274
Peru,South America,2016,37.91777103
Philippines,Asia,2016,77.71692184
Palau,Oceania,2016,0.02394961
Papua New Guinea,Oceania,2016,8.74646602
Poland,Europe,2016,190.6135718
North Korea,Asia,2016,2.94269422
Portugal,Europe,2016,54.75437182
Paraguay,South America,2016,8.2152106
Palestine,Asia,2016,0.11574633
Qatar,Asia,2016,55.6514647
Romania,Europe,2016,64.45899204
Russia,Asia,2016,281.7690559
Rwanda,Africa,2016,0.44409643
Saudi Arabia,Asia,2016,173.339499
Senegal,Africa,2016,2.90995842
Serbia,Europe,2016,15.2532397
Singapore,Asia,2016,209.1451632
Solomon Islands,Oceania,2016,0.61597539
Sierra Leone,Africa,2016,0.67953991
El Salvador,North America,2016,5.44513298
San Marino,Europe,2016,0.14566504
Somalia,Africa,2016,0.63375606
South Sudan,Africa,2016,1.48012146
Sao Tome and Principe,Africa,2016,0.02241978
Sudan,Africa,2016,3.71068889
Suriname,South America,2016,1.46924427
Slovakia,Europe,2016,72.2884096
Slovenia,Europe,2016,28.21275299
Sweden,Europe,2016,133.5529334
Eswatini,Africa,2016,1.77727424
Seychelles,Africa,2016,0.58425722
Syria,Asia,2016,0.8746638
Chad,Africa,2016,1.6855287
Togo,Africa,2016,1.99983044
Thailand,Asia,2016,241.4332208
Tajikistan,Asia,2016,0.84000131
Turkmenistan,Asia,2016,8.05943684
Timor-Leste,Asia,2016,0.06106243
Tonga,Oceania,2016,0.01479548
Trinidad and Tobago,North America,2016,8.72271929
Tunisia,Africa,2016,14.31943254
Turkey,Asia,2016,139.7382998
Tuvalu,Oceania,2016,0.04334054
Tanzania,Africa,2016,4.96175486
Uganda,Africa,2016,1.77075336
Ukraine,Europe,2016,40.29636244
Uruguay,South America,2016,9.11656508
United States,North America,2016,1369.816117
Uzbekistan,Asia,2016,7.64026011
Holy See,Europe,2016,0.00629268
St. Vincent and the Grenadines,North America,2016,0.34469045
Venezuela,South America,2016,29.4377174
Vietnam,Asia,2016,216.7268978
Vanuatu,Oceania,2016,0.654279
Samoa,Oceania,2016,0.063333
Yemen,Asia,2016,0.97010481
South Africa,Africa,2016,103.0071125
DR Congo,Africa,2016,5.4776789
Zambia,Africa,2016,6.12623796
Zimbabwe,Africa,2016,2.18207194
Afghanistan,Asia,2017,1.06463312
Angola,Africa,2017,36.71836421
Albania,Europe,2017,2.43992143
Andorra,Europe,2017,0.1180494
United Arab Emirates,Asia,2017,189.2115188
Argentina,South America,2017,62.02570887
Armenia,Europe,2017,1.93080793
Antigua and Barbuda,North America,2017,0.2952047
Australia,Oceania,2017,258.738468
Austria,Europe,2017,192.5317071
Azerbaijan,Europe,2017,17.25759397
Burundi,Africa,2017,0.15492043
Belgium,Europe,2017,323.7234215
Benin,Africa,2017,1.37996309
Bangladesh,Asia,2017,40.51601147
Bulgaria,Europe,2017,29.44431416
Bahrain,Asia,2017,10.33208377
Bahamas,North America,2017,1.42698796
Bosnia and Herzegovina,Europe,2017,6.33009809
Belarus,Europe,2017,24.66907953
Belize,North America,2017,0.54820428
Bolivia,South America,2017,7.58045451
Brazil,South America,2017,234.1133712
Barbados,North America,2017,0.41399173
Brunei,Asia,2017,5.59427315
Bhutan,Asia,2017,0.23906198
Botswana,Africa,2017,7.2672094
Central African Republic,Africa,2017,0.12847775
Canada,North America,2017,429.9273442
Switzerland,Europe,2017,310.3727901
Chile,South America,2017,71.76798212
China,Asia,2017,2647.11729
Ivory Coast,Africa,2017,11.92683216
Cameroon,Africa,2017,4.14686512
Republic of the Congo,Africa,2017,7.22376598
Colombia,South America,2017,41.5363965
Comoros,Africa,2017,0.08658067
Cape Verde,Africa,2017,0.1020107
Costa Rica,North America,2017,14.171191
Cuba,North America,2017,2.00950767
Cyprus,Europe,2017,3.44792872
Czechia,Europe,2017,160.3427379
Germany,Europe,2017,1342.854801
Djibouti,Africa,2017,0.15845152
Dominica,North America,2017,0.07213018
Denmark,Europe,2017,89.15542769
Dominican Rep.,North America,2017,9.27637842
Algeria,Africa,2017,34.08781399
Ecuador,South America,2017,20.5301814
Egypt,Africa,2017,29.44657763
Eritrea,Africa,2017,0.43390561
Spain,Europe,2017,294.7581397
Estonia,Europe,2017,13.91557807
Ethiopia,Africa,2017,2.74029869
Finland,Europe,2017,72.06732642
Fiji,Oceania,2017,0.7593384
France,Europe,2017,557.6839738
Micronesia,Oceania,2017,0.09682812
Gabon,Africa,2017,5.84914771
United Kingdom,Europe,2017,409.4971119
Georgia,Europe,2017,2.3732228
Ghana,Africa,2017,12.85687158
Guinea,Africa,2017,6.12616402
Gambia,Africa,2017,0.21082098
Guinea-Bissau,Africa,2017,0.34754055
Equatorial Guinea,Africa,2017,5.36271117
Greece,Europe,2017,28.26117377
Grenada,North America,2017,0.04508519
Guatemala,North America,2017,11.65859144
Guyana,South America,2017,1.54889299
Honduras,North America,2017,9.10044583
Croatia,Europe,2017,13.3081491
Haiti,North America,2017,1.13808796
Hungary,Europe,2017,108.2253093
Indonesia,Asia,2017,196.1175379
India,Asia,2017,280.4885192
Ireland,Europe,2017,169.3720412
Iran,Asia,2017,69.76137439
Iraq,Asia,2017,69.4351345
Iceland,Europe,2017,5.06665149
Israel,Asia,2017,61.0333676
Italy,Europe,2017,512.871435
Jamaica,North America,2017,1.18750979
Jordan,Asia,2017,6.98305799
Japan,Asia,2017,787.2218061
Kazakhstan,Asia,2017,42.17177316
Kenya,Africa,2017,5.55084389
Kyrgyzstan,Asia,2017,1.49378566
Cambodia,Asia,2017,18.0157824
Kiribati,Oceania,2017,0.15577598
St. Kitts and Nevis,North America,2017,0.0811986
South Korea,Asia,2017,613.4366933
Kuwait,Asia,2017,55.46307071
Laos,Asia,2017,5.14649321
Lebanon,Asia,2017,3.11284389
Liberia,Africa,2017,1.34959478
Libya,Africa,2017,19.46566013
St. Lucia,North America,2017,2.07117773
Sri Lanka,Asia,2017,11.30972966
Lesotho,Africa,2017,1.12428795
Lithuania,Europe,2017,23.6473957
Luxembourg,Europe,2017,16.18623276
Latvia,Europe,2017,12.09693914
Morocco,Africa,2017,29.06232676
Moldova,Europe,2017,2.96395999
Madagascar,Africa,2017,3.53811353
Maldives,Asia,2017,0.41186291
Mexico,North America,2017,435.8352014
Marshall Islands,Oceania,2017,0.67443475
North Macedonia,Europe,2017,6.53895719
Mali,Africa,2017,1.45195396
Malta,Europe,2017,4.60364232
Myanmar,Asia,2017,13.35670818
Mongolia,Asia,2017,6.18617268
Montenegro,Europe,2017,0.57644807
Mozambique,Africa,2017,6.02490656
Mauritania,Africa,2017,2.73858031
Mauritius,Africa,2017,2.56810489
Malawi,Africa,2017,0.77795342
Malaysia,Asia,2017,295.9580701
Namibia,Africa,2017,4.49056627
Niger,Africa,2017,0.75277687
Nigeria,Africa,2017,47.26024907
Nicaragua,North America,2017,5.33314589
Netherlands,Europe,2017,446.9528757
Norway,Europe,2017,102.3516772
Nepal,Asia,2017,0.76386961
Nauru,Oceania,2017,0.02874744
New Zealand,Oceania,2017,39.9838124
Oman,Asia,2017,31.60436816
Pakistan,Asia,2017,24.13718793
Panama,North America,2017,5.89327546
Peru,South America,2017,46.83665895
Philippines,Asia,2017,90.37562419
Palau,Oceania,2017,0.02595081
Papua New Guinea,Oceania,2017,10.61977067
Poland,Europe,2017,212.0233135
North Korea,Asia,2017,1.96340379
Portugal,Europe,2017,60.40226454
Paraguay,South America,2017,8.39808303
Palestine,Asia,2017,0.13023204
Qatar,Asia,2017,64.09340314
Romania,Europe,2017,70.98574406
Russia,Asia,2017,353.9422666
Rwanda,Africa,2017,0.60578957
Saudi Arabia,Asia,2017,214.5411615
Senegal,Africa,2017,3.42537651
Serbia,Europe,2017,17.92246082
Singapore,Asia,2017,241.1730921
Solomon Islands,Oceania,2017,0.85021236
Sierra Leone,Africa,2017,0.90316643
El Salvador,North America,2017,5.82051991
San Marino,Europe,2017,0.27287482
Somalia,Africa,2017,0.42718158
South Sudan,Africa,2017,1.34662663
Sao Tome and Principe,Africa,2017,0.01435583
Sudan,Africa,2017,5.02097957
Suriname,South America,2017,2.14734846
Slovakia,Europe,2017,77.69162163
Slovenia,Europe,2017,31.18590748
Sweden,Europe,2017,147.8693669
Eswatini,Africa,2017,1.99238371
Seychelles,Africa,2017,0.65404201
Syria,Asia,2017,42.23633535
Chad,Africa,2017,1.3393745
Togo,Africa,2017,3.18078941
Thailand,Asia,2017,262.5947471
Tajikistan,Asia,2017,1.18943046
Turkmenistan,Asia,2017,8.49731807
Timor-Leste,Asia,2017,0.1034341
Tonga,Oceania,2017,0.01759077
Trinidad and Tobago,North America,2017,9.93338088
Tunisia,Africa,2017,15.03498161
Turkey,Asia,2017,153.9891055
Tuvalu,Oceania,2017,0.00992937
Tanzania,Africa,2017,5.10119817
Uganda,Africa,2017,2.26420512
Ukraine,Europe,2017,48.20535774
Uruguay,South America,2017,10.43500101
United States,North America,2017,1486.206383
Uzbekistan,Asia,2017,9.32362501
Holy See,Europe,2017,0.00577471
St. Vincent and the Grenadines,North America,2017,0.27279191
Venezuela,South America,2017,32.1487751
Vietnam,Asia,2017,263.4472135
Vanuatu,Oceania,2017,0.24199853
Samoa,Oceania,2017,0.04005207
Yemen,Asia,2017,2.32770087
South Africa,Africa,2017,113.7655354
DR Congo,Africa,2017,7.45068394
Zambia,Africa,2017,7.46565263
Zimbabwe,Africa,2017,2.51600732
Afghanistan,Asia,2018,1.32962601
Angola,Africa,2018,45.42189487
Albania,Europe,2018,2.81155524
Andorra,Europe,2018,0.10821258
United Arab Emirates,Asia,2018,221.774137
Argentina,South America,2018,61.67317321
Armenia,Europe,2018,2.19028645
Antigua and Barbuda,North America,2018,0.2579991
Australia,Oceania,2018,281.9006502
Austria,Europe,2018,174.1950102
Azerbaijan,Europe,2018,20.89515152
Burundi,Africa,2018,0.23592491
Belgium,Europe,2018,360.9161296
Benin,Africa,2018,1.19226084
Bangladesh,Asia,2018,45.33115681
Bulgaria,Europe,2018,32.30410093
Bahrain,Asia,2018,13.97688961
Bahamas,North America,2018,1.82169583
Bosnia and Herzegovina,Europe,2018,7.21669895
Belarus,Europe,2018,27.38319734
Belize,North America,2018,0.51319732
Bolivia,South America,2018,8.74011038
Brazil,South America,2018,256.9340455
Barbados,North America,2018,0.41237608
Brunei,Asia,2018,6.80396836
Bhutan,Asia,2018,0.37014023
Botswana,Africa,2018,6.26446544
Central African Republic,Africa,2018,0.1208855
Canada,North America,2018,459.786139
Switzerland,Europe,2018,321.9229448
Chile,South America,2018,81.69388649
China,Asia,2018,2862.195429
Ivory Coast,Africa,2018,12.29348435
Cameroon,Africa,2018,4.8410202
Republic of the Congo,Africa,2018,11.69148097
Colombia,South America,2018,46.6228462
Comoros,Africa,2018,0.11524986
Cape Verde,Africa,2018,0.12427587
Costa Rica,North America,2018,14.9281078
Cuba,North America,2018,1.85288304
Cyprus,Europe,2018,3.84461877
Czechia,Europe,2018,179.7036819
Germany,Europe,2018,1442.34635
Djibouti,Africa,2018,0.19510368
Dominica,North America,2018,0.11367459
Denmark,Europe,2018,100.7710962
Dominican Rep.,North America,2018,9.85848606
Algeria,Africa,2018,41.91603121
Ecuador,South America,2018,22.94424869
Egypt,Africa,2018,32.45557511
Eritrea,Africa,2018,0.51017547
Spain,Europe,2018,316.8729648
Estonia,Europe,2018,15.25279962
Ethiopia,Africa,2018,2.58372348
Finland,Europe,2018,79.70823257
Fiji,Oceania,2018,0.67286427
France,Europe,2018,592.2336989
Micronesia,Oceania,2018,0.12589588
Gabon,Africa,2018,7.2303363
United Kingdom,Europe,2018,449.0679664
Georgia,Europe,2018,2.55937998
Ghana,Africa,2018,16.42668134
Guinea,Africa,2018,6.29154788
Gambia,Africa,2018,0.11609526
Guinea-Bissau,Africa,2018,0.15614592
Equatorial Guinea,Africa,2018,6.81843384
Greece,Europe,2018,33.56550261
Grenada,North America,2018,0.04422123
Guatemala,North America,2018,11.27836122
Guyana,South America,2018,1.53635782
Honduras,North America,2018,9.55748525
Croatia,Europe,2018,14.8755337
Haiti,North America,2018,1.2477362
Hungary,Europe,2018,118.7515447
Indonesia,Asia,2018,212.1105256
India,Asia,2018,303.5645181
Ireland,Europe,2018,196.6261763
Iran,Asia,2018,78.42740912
Iraq,Asia,2018,103.133147
Iceland,Europe,2018,5.85749639
Israel,Asia,2018,63.20203066
Italy,Europe,2018,544.6013277
Jamaica,North America,2018,1.48637667
Jordan,Asia,2018,7.10244464
Japan,Asia,2018,831.8916805
Kazakhstan,Asia,2018,51.10904164
Kenya,Africa,2018,6.12836065
Kyrgyzstan,Asia,2018,1.6580039
Cambodia,Asia,2018,20.49236028
Kiribati,Oceania,2018,0.11548216
St. Kitts and Nevis,North America,2018,0.09598609
South Korea,Asia,2018,654.1311628
Kuwait,Asia,2018,75.63201735
Laos,Asia,2018,6.00072005
Lebanon,Asia,2018,3.29991151
Liberia,Africa,2018,1.60655174
Libya,Africa,2018,30.98932635
St. Lucia,North America,2018,2.51183314
Sri Lanka,Asia,2018,12.37659531
Lesotho,Africa,2018,1.29744671
Lithuania,Europe,2018,26.50815862
Luxembourg,Europe,2018,17.46160024
Latvia,Europe,2018,15.11681932
Morocco,Africa,2018,32.25770268
Moldova,Europe,2018,3.41115771
Madagascar,Africa,2018,3.90803055
Maldives,Asia,2018,0.29112321
Mexico,North America,2018,482.2917457
Marshall Islands,Oceania,2018,0.79374108
North Macedonia,Europe,2018,7.76491255
Mali,Africa,2018,2.91312492
Malta,Europe,2018,5.06593397
Myanmar,Asia,2018,16.64794223
Mongolia,Asia,2018,7.41745043
Montenegro,Europe,2018,0.46006925
Mozambique,Africa,2018,6.84965978
Mauritania,Africa,2018,3.00373042
Mauritius,Africa,2018,2.82420687
Malawi,Africa,2018,0.85800768
Malaysia,Asia,2018,335.0995067
Namibia,Africa,2018,5.63396696
Niger,Africa,2018,0.66575122
Nigeria,Africa,2018,64.85670672
Nicaragua,North America,2018,5.76456649
Netherlands,Europe,2018,507.4880175
Norway,Europe,2018,119.1774699
Nepal,Asia,2018,0.86083435
Nauru,Oceania,2018,0.02085984
New Zealand,Oceania,2018,41.85701923
Oman,Asia,2018,44.91487103
Pakistan,Asia,2018,25.80884688
Panama,North America,2018,5.57110581
Peru,South America,2018,51.0109788
Philippines,Asia,2018,97.02430051
Palau,Oceania,2018,0.03111608
Papua New Guinea,Oceania,2018,11.22935869
Poland,Europe,2018,238.4895232
North Korea,Asia,2018,0.34563405
Portugal,Europe,2018,66.8970663
Paraguay,South America,2018,9.03371322
Palestine,Asia,2018,0.12658267
Qatar,Asia,2018,86.44342592
Romania,Europe,2018,81.63110472
Russia,Asia,2018,443.1018383
Rwanda,Africa,2018,1.02197023
Saudi Arabia,Asia,2018,290.8442662
Senegal,Africa,2018,4.15648846
Serbia,Europe,2018,19.70298828
Singapore,Asia,2018,273.9596602
Solomon Islands,Oceania,2018,0.93580258
Sierra Leone,Africa,2018,0.71244769
El Salvador,North America,2018,5.93291432
San Marino,Europe,2018,0.15987349
Somalia,Africa,2018,0.49119699
South Sudan,Africa,2018,1.73645857
Sao Tome and Principe,Africa,2018,0.01708065
Sudan,Africa,2018,4.35545477
Suriname,South America,2018,2.36454189
Slovakia,Europe,2018,87.72022516
Slovenia,Europe,2018,35.80046667
Sweden,Europe,2018,161.590165
Eswatini,Africa,2018,2.00335657
Seychelles,Africa,2018,0.67818309
Syria,Asia,2018,0.7693126
Chad,Africa,2018,1.8039597
Togo,Africa,2018,3.25760783
Thailand,Asia,2018,280.4303228
Tajikistan,Asia,2018,1.32432642
Turkmenistan,Asia,2018,8.57318268
Timor-Leste,Asia,2018,0.07851245
Tonga,Oceania,2018,0.01420782
Trinidad and Tobago,North America,2018,12.54261619
Tunisia,Africa,2018,16.98286627
Turkey,Asia,2018,173.7153095
Tuvalu,Oceania,2018,0.03050532
Tanzania,Africa,2018,5.04408651
Uganda,Africa,2018,3.1157646
Ukraine,Europe,2018,54.02453663
Uruguay,South America,2018,10.05839617
United States,North America,2018,1620.238839
Uzbekistan,Asia,2018,8.43173273
Holy See,Europe,2018,0.03007658
St. Vincent and the Grenadines,North America,2018,0.17989064
Venezuela,South America,2018,36.52734463
Vietnam,Asia,2018,296.6426369
Vanuatu,Oceania,2018,0.18226933
Samoa,Oceania,2018,0.03447941
Yemen,Asia,2018,1.72937336
South Africa,Africa,2018,126.8903448
DR Congo,Africa,2018,11.16083087
Zambia,Africa,2018,9.2100999
Zimbabwe,Africa,2018,3.37586586
Afghanistan,Asia,2019,2.29940824
Angola,Africa,2019,37.53971321
Albania,Europe,2019,2.83201779
Andorra,Europe,2019,0.11741217
United Arab Emirates,Asia,2019,208.5730177
Argentina,South America,2019,67.65368128
Armenia,Europe,2019,2.71526299
Antigua and Barbuda,North America,2019,0.30151447
Australia,Oceania,2019,295.2358992
Austria,Europe,2019,169.4935868
Azerbaijan,Europe,2019,17.06784473
Burundi,Africa,2019,0.23759635
Belgium,Europe,2019,339.1151531
Benin,Africa,2019,1.61609461
Bangladesh,Asia,2019,47.14013814
Bulgaria,Europe,2019,32.48157854
Bahrain,Asia,2019,14.81566036
Bahamas,North America,2019,1.49424521
Bosnia and Herzegovina,Europe,2019,6.65609952
Belarus,Europe,2019,27.80315192
Belize,North America,2019,0.31924006
Bolivia,South America,2019,8.60616335
Brazil,South America,2019,245.3778627
Barbados,North America,2019,0.36631454
Brunei,Asia,2019,6.74089698
Bhutan,Asia,2019,0.2786369
Botswana,Africa,2019,4.8708771
Central African Republic,Africa,2019,0.08418432
Canada,North America,2019,466.1253324
Switzerland,Europe,2019,310.436314
Chile,South America,2019,76.26896354
China,Asia,2019,2730.865804
Ivory Coast,Africa,2019,12.12758147
Cameroon,Africa,2019,5.54776316
Republic of the Congo,Africa,2019,10.91319225
Colombia,South America,2019,43.2099853
Comoros,Africa,2019,0.0654407
Cape Verde,Africa,2019,0.1079533
Costa Rica,North America,2019,15.39256532
Cuba,North America,2019,1.70822825
Cyprus,Europe,2019,3.88203138
Czechia,Europe,2019,174.1177231
Germany,Europe,2019,1367.050119
Djibouti,Africa,2019,0.19553363
Dominica,North America,2019,0.07844019
Denmark,Europe,2019,99.73804368
Dominican Rep.,North America,2019,10.51594352
Algeria,Africa,2019,35.99186767
Ecuador,South America,2019,24.70703513
Egypt,Africa,2019,33.13693703
Eritrea,Africa,2019,0.49627221
Spain,Europe,2019,305.6951831
Estonia,Europe,2019,14.79930616
Ethiopia,Africa,2019,2.76058553
Finland,Europe,2019,75.98113692
Fiji,Oceania,2019,0.67160553
France,Europe,2019,586.7397996
Micronesia,Oceania,2019,0.13784809
Gabon,Africa,2019,7.18818394
United Kingdom,Europe,2019,420.4388415
Georgia,Europe,2019,2.60248433
Ghana,Africa,2019,15.80704725
Guinea,Africa,2019,6.644394
Gambia,Africa,2019,0.24487726
Guinea-Bissau,Africa,2019,0.24350256
Equatorial Guinea,Africa,2019,5.07389705
Greece,Europe,2019,32.25168615
Grenada,North America,2019,0.0408905
Guatemala,North America,2019,11.37338218
Guyana,South America,2019,1.46643171
Honduras,North America,2019,9.82489326
Croatia,Europe,2019,14.60492517
Haiti,North America,2019,1.34293567
Hungary,Europe,2019,117.548676
Indonesia,Asia,2019,199.6770423
India,Asia,2019,307.8280437
Ireland,Europe,2019,204.6810269
Iran,Asia,2019,31.25498539
Iraq,Asia,2019,91.41387524
Iceland,Europe,2019,5.13042613
Israel,Asia,2019,58.80827893
Italy,Europe,2019,526.9353994
Jamaica,North America,2019,1.38830766
Jordan,Asia,2019,7.97940564
Japan,Asia,2019,795.0291873
Kazakhstan,Asia,2019,48.94110683
Kenya,Africa,2019,6.15130353
Kyrgyzstan,Asia,2019,1.90965366
Cambodia,Asia,2019,25.97167221
Kiribati,Oceania,2019,0.09090292
St. Kitts and Nevis,North America,2019,0.08060194
South Korea,Asia,2019,593.9576797
Kuwait,Asia,2019,66.91281568
Laos,Asia,2019,5.98550599
Lebanon,Asia,2019,4.28119553
Liberia,Africa,2019,1.43061458
Libya,Africa,2019,29.21245815
St. Lucia,North America,2019,2.51609902
Sri Lanka,Asia,2019,12.0199961
Lesotho,Africa,2019,1.14657583
Lithuania,Europe,2019,26.22891525
Luxembourg,Europe,2019,15.93870818
Latvia,Europe,2019,13.63180656
Morocco,Africa,2019,31.61774098
Moldova,Europe,2019,3.3600278
Madagascar,Africa,2019,3.5855279
Maldives,Asia,2019,0.27390164
Mexico,North America,2019,492.8564526
Marshall Islands,Oceania,2019,1.24558634
North Macedonia,Europe,2019,7.88747787
Mali,Africa,2019,4.90707013
Malta,Europe,2019,4.64461432
Myanmar,Asia,2019,19.60565281
Mongolia,Asia,2019,7.27061778
Montenegro,Europe,2019,0.43680687
Mozambique,Africa,2019,6.07486615
Mauritania,Africa,2019,3.23265105
Mauritius,Africa,2019,2.58941763
Malawi,Africa,2019,0.92221753
Malaysia,Asia,2019,333.9545
Namibia,Africa,2019,4.85371803
Niger,Africa,2019,1.0285781
Nigeria,Africa,2019,56.62287187
Nicaragua,North America,2019,6.19640624
Netherlands,Europe,2019,483.0016604
