Country,Continent,Year,Import (US$ Billion)
Trinidad and Tobago,North America,2007,15.59095164
Tunisia,Africa,2007,15.21688786
Turkey,Asia,2007,104.3235129
Tuvalu,Oceania,2007,0.00141578
Tanzania,Africa,2007,2.23296985
Uganda,Africa,2007,1.01684703
Ukraine,Europe,2007,51.60083137
Uruguay,South America,2007,5.65027348
United States,North America,2007,1182.116078
Uzbekistan,Asia,2007,7.89008496
Holy See,Europe,2007,0.00566415
St. Vincent and the Grenadines,North America,2007,0.1695955
Venezuela,South America,2007,64.00698726
Vietnam,Asia,2007,52.52364253
Vanuatu,Oceania,2007,0.30099555
Samoa,Oceania,2007,0.10890173
Yemen,Asia,2007,7.04850783
South Africa,Africa,2007,91.11834618
DR Congo,Africa,2007,2.14725323
Zambia,Africa,2007,3.51751643
Zimbabwe,Africa,2007,2.42584799
Afghanistan,Asia,2008,0.48578515
Angola,Africa,2008,67.66257051
Albania,Europe,2008,2.14776932
Andorra,Europe,2008,0.18926348
United Arab Emirates,Asia,2008,165.713201
Argentina,South America,2008,78.78407393
Armenia,Europe,2008,0.95083971
Antigua and Barbuda,North America,2008,0.37365269
Australia,Oceania,2008,203.9251796
Austria,Europe,2008,159.34365
Azerbaijan,Europe,2008,24.04501332
Burundi,Africa,2008,0.07016524
Belgium,Europe,2008,355.2326549
Benin,Africa,2008,0.82122572
Bangladesh,Asia,2008,17.28456257
Bulgaria,Europe,2008,20.31023796
Bahrain,Asia,2008,10.42703254
Bahamas,North America,2008,2.91252654
Bosnia and Herzegovina,Europe,2008,4.64656911
Belarus,Europe,2008,25.82263564
Belize,North America,2008,2.60040017
Bolivia,South America,2008,6.35499827
Brazil,South America,2008,219.9331087
Barbados,North America,2008,0.65970874
Brunei,Asia,2008,11.22484354
Bhutan,Asia,2008,0.17051092
Botswana,Africa,2008,2.32243016
Central African Republic,Africa,2008,0.17258671
Canada,North America,2008,464.6046647
Switzerland,Europe,2008,237.995805
Chile,South America,2008,71.00900585
China,Asia,2008,1787.474945
Ivory Coast,Africa,2008,9.42784752
Cameroon,Africa,2008,5.70866202
Republic of the Congo,Africa,2008,12.7224686
Colombia,South America,2008,43.96315125
Comoros,Africa,2008,0.03779031
Cape Verde,Africa,2008,0.05187935
Costa Rica,North America,2008,17.7317621
Cuba,North America,2008,3.17908903
Cyprus,Europe,2008,3.87820288
Czechia,Europe,2008,128.2461624
Germany,Europe,2008,1376.579924
Djibouti,Africa,2008,0.26675252
Dominica,North America,2008,0.10027238
Denmark,Europe,2008,105.7509207
Dominican Rep.,North America,2008,6.68678152
Algeria,Africa,2008,81.40541929
Ecuador,South America,2008,22.20864104
Egypt,Africa,2008,31.0437307
Eritrea,Africa,2008,0.02888315
Spain,Europe,2008,271.4833947
Estonia,Europe,2008,10.55271269
Ethiopia,Africa,2008,1.55817475
Finland,Europe,2008,99.69609434
Fiji,Oceania,2008,0.7431535
France,Europe,2008,622.7248985
Micronesia,Oceania,2008,0.03101052
Gabon,Africa,2008,8.6592229
United Kingdom,Europe,2008,497.9363208
Georgia,Europe,2008,2.3056101
Ghana,Africa,2008,5.20276313
Guinea,Africa,2008,2.13265951
Gambia,Africa,2008,0.06018111
Guinea-Bissau,Africa,2008,0.14285327
Equatorial Guinea,Africa,2008,15.99423543
Greece,Europe,2008,25.65777958
Grenada,North America,2008,0.04238681
Guatemala,North America,2008,7.58674414
Guyana,South America,2008,0.99470874
Honduras,North America,2008,6.59204774
Croatia,Europe,2008,11.87459198
Haiti,North America,2008,0.66824416
Hungary,Europe,2008,98.66286595
Indonesia,Asia,2008,171.0504449
India,Asia,2008,206.0517843
Ireland,Europe,2008,164.4631985
Iran,Asia,2008,107.924861
Iraq,Asia,2008,60.41287812
Iceland,Europe,2008,4.41254262
Israel,Asia,2008,62.48591872
Italy,Europe,2008,516.2015391
Jamaica,North America,2008,2.63229822
Jordan,Asia,2008,6.52752757
Japan,Asia,2008,858.1229545
Kazakhstan,Asia,2008,54.08619061
Kenya,Africa,2008,4.72881447
Kyrgyzstan,Asia,2008,1.32463815
Cambodia,Asia,2008,5.07386792
Kiribati,Oceania,2008,0.02713958
St. Kitts and Nevis,North America,2008,0.07603798
South Korea,Asia,2008,428.9579326
Kuwait,Asia,2008,86.22657291
Laos,Asia,2008,1.41378665
Lebanon,Asia,2008,3.47268221
Liberia,Africa,2008,1.22993481
Libya,Africa,2008,67.57633667
St. Lucia,North America,2008,3.09186138
Sri Lanka,Asia,2008,9.2150464
Lesotho,Africa,2008,0.67033592
Lithuania,Europe,2008,19.26620715
Luxembourg,Europe,2008,23.91368587
Latvia,Europe,2008,10.47232708
Morocco,Africa,2008,22.36393997
Moldova,Europe,2008,2.43833252
Madagascar,Africa,2008,1.41065396
Maldives,Asia,2008,0.19939001
Mexico,North America,2008,295.9311949
Marshall Islands,Oceania,2008,1.69712131
North Macedonia,Europe,2008,3.87047837
Mali,Africa,2008,0.48800826
Malta,Europe,2008,7.98093611
Myanmar,Asia,2008,6.55290123
Mongolia,Asia,2008,2.28955066
Montenegro,Europe,2008,0.66035759
Mozambique,Africa,2008,2.83058263
Mauritania,Africa,2008,2.69899313
Mauritius,Africa,2008,2.42730403
Malawi,Africa,2008,0.80377997
Malaysia,Asia,2008,249.8836113
Namibia,Africa,2008,1.94951094
Niger,Africa,2008,0.2757578
Nigeria,Africa,2008,90.46845032
Nicaragua,North America,2008,2.83050327
Netherlands,Europe,2008,473.49191
Norway,Europe,2008,162.448761
Nepal,Asia,2008,0.97259101
Nauru,Oceania,2008,0.13524384
New Zealand,Oceania,2008,31.49306025
Oman,Asia,2008,33.75274472
Pakistan,Asia,2008,20.33849344
Panama,North America,2008,6.98738166
Peru,South America,2008,33.33745575
Philippines,Asia,2008,74.25375388
Palau,Oceania,2008,0.03065755
Papua New Guinea,Oceania,2008,6.14917306
Poland,Europe,2008,152.6486604
North Korea,Asia,2008,2.24901884
Portugal,Europe,2008,49.21558153
Paraguay,South America,2008,6.51763898
Palestine,Asia,2008,0.07315912
Qatar,Asia,2008,67.46160415
Romania,Europe,2008,44.75518523
Russia,Asia,2008,462.6567599
Rwanda,Africa,2008,0.19304377
Saudi Arabia,Asia,2008,319.782531
Senegal,Africa,2008,1.71796665
Serbia,Europe,2008,10.58949852
Singapore,Asia,2008,216.2054441
Solomon Islands,Oceania,2008,0.387107
Sierra Leone,Africa,2008,0.37374574
El Salvador,North America,2008,4.20217903
San Marino,Europe,2008,0.22929943
Somalia,Africa,2008,0.18873769
Sao Tome and Principe,Africa,2008,0.00970359
Suriname,South America,2008,1.73346997
Slovakia,Europe,2008,62.56383361
Slovenia,Europe,2008,26.34106368
Sweden,Europe,2008,183.2057798
Eswatini,Africa,2008,1.10581944
Seychelles,Africa,2008,0.44031165
Syria,Asia,2008,8.55395577
Chad,Africa,2008,3.91756083
Togo,Africa,2008,2.3089602
Thailand,Asia,2008,197.2826722
Tajikistan,Asia,2008,1.08305646
Turkmenistan,Asia,2008,9.20865753
Timor-Leste,Asia,2008,0.16951825
Tonga,Oceania,2008,0.01734279
Trinidad and Tobago,North America,2008,20.45993493
Tunisia,Africa,2008,18.73242495
Turkey,Asia,2008,127.0035228
Tuvalu,Oceania,2008,0.00414724
Tanzania,Africa,2008,2.6291836
Uganda,Africa,2008,1.20402514
Ukraine,Europe,2008,72.79447303
Uruguay,South America,2008,7.13854681
United States,North America,2008,1333.130025
Uzbekistan,Asia,2008,12.27247893
Holy See,Europe,2008,0.00295267
St. Vincent and the Grenadines,North America,2008,0.270338
Venezuela,South America,2008,89.42875722
Vietnam,Asia,2008,67.79033966
Vanuatu,Oceania,2008,0.55359206
Samoa,Oceania,2008,0.08899211
Yemen,Asia,2008,9.61599081
South Africa,Africa,2008,113.0780782
DR Congo,Africa,2008,3.78126319
Zambia,Africa,2008,3.94505842
Zimbabwe,Africa,2008,2.27358106
Afghanistan,Asia,2009,1.28574304
Angola,Africa,2009,39.9384237
Albania,Europe,2009,3.66624199
Andorra,Europe,2009,0.19407824
United Arab Emirates,Asia,2009,107.8675354
Argentina,South America,2009,59.16543069
Armenia,Europe,2009,0.60177687
Antigua and Barbuda,North America,2009,1.60123143
Australia,Oceania,2009,168.9689507
Austria,Europe,2009,123.9767649
Azerbaijan,Europe,2009,17.39843419
Burundi,Africa,2009,0.09340447
Belgium,Europe,2009,271.7680986
Benin,Africa,2009,0.58219882
Bangladesh,Asia,2009,17.75800368
Bulgaria,Europe,2009,15.32014197
Bahrain,Asia,2009,6.42429478
Bahamas,North America,2009,2.48132764
Bosnia and Herzegovina,Europe,2009,3.3985412
Belarus,Europe,2009,16.4590118
Belize,North America,2009,1.97331482
Bolivia,South America,2009,4.768534
Brazil,South America,2009,168.7914648
Barbados,North America,2009,1.08392248
Brunei,Asia,2009,7.03730151
Bhutan,Asia,2009,0.15049801
Botswana,Africa,2009,1.99107644
Central African Republic,Africa,2009,0.11498089
Canada,North America,2009,322.9762118
Switzerland,Europe,2009,200.9454588
Chile,South America,2009,55.18039934
China,Asia,2009,1520.803383
Ivory Coast,Africa,2009,8.23965044
Cameroon,Africa,2009,3.7460147
Republic of the Congo,Africa,2009,7.63568243
Colombia,South America,2009,34.49866833
Comoros,Africa,2009,0.03260796
Cape Verde,Africa,2009,0.05422021
Costa Rica,North America,2009,19.66734755
Cuba,North America,2009,2.30870337
Cyprus,Europe,2009,2.86067586
Czechia,Europe,2009,102.1929997
Germany,Europe,2009,1048.698369
Djibouti,Africa,2009,0.19336559
Dominica,North America,2009,0.1255141
Denmark,Europe,2009,86.04218051
Dominican Rep.,North America,2009,5.36285963
Algeria,Africa,2009,46.67425449
Ecuador,South America,2009,15.99575312
Egypt,Africa,2009,24.79385509
Eritrea,Africa,2009,0.03449305
Spain,Europe,2009,212.7215537
Estonia,Europe,2009,7.69701733
Ethiopia,Africa,2009,1.58854276
Finland,Europe,2009,68.00677955
Fiji,Oceania,2009,0.66304327
France,Europe,2009,496.6684061
Micronesia,Oceania,2009,0.05350336
Gabon,Africa,2009,4.82132607
United Kingdom,Europe,2009,370.8034904
Georgia,Europe,2009,1.62536206
Ghana,Africa,2009,4.4823248
Guinea,Africa,2009,1.47338792
Gambia,Africa,2009,0.06191098
Guinea-Bissau,Africa,2009,0.10873467
Equatorial Guinea,Africa,2009,9.18902924
Greece,Europe,2009,21.16289374
Grenada,North America,2009,0.04039624
Guatemala,North America,2009,7.69983653
Guyana,South America,2009,0.93587185
Honduras,North America,2009,5.49331569
Croatia,Europe,2009,9.26003323
Haiti,North America,2009,0.65024262
Hungary,Europe,2009,75.42394339
Indonesia,Asia,2009,138.8716194
India,Asia,2009,165.9992301
Ireland,Europe,2009,150.0846618
Iran,Asia,2009,66.35659927
Iraq,Asia,2009,39.02053727
Iceland,Europe,2009,3.96309948
Israel,Asia,2009,50.20182502
Italy,Europe,2009,388.2222573
Jamaica,North America,2009,1.37014119
Jordan,Asia,2009,4.85855447
Japan,Asia,2009,647.3719887
Kazakhstan,Asia,2009,34.84190286
Kenya,Africa,2009,4.15578184
Kyrgyzstan,Asia,2009,0.97537694
Cambodia,Asia,2009,4.92423101
Kiribati,Oceania,2009,0.03579819
St. Kitts and Nevis,North America,2009,0.08210798
South Korea,Asia,2009,357.018163
Kuwait,Asia,2009,52.8316591
Laos,Asia,2009,1.42647002
Lebanon,Asia,2009,3.01908554
Liberia,Africa,2009,1.42057691
Libya,Africa,2009,39.1737287
St. Lucia,North America,2009,1.85645786
Sri Lanka,Asia,2009,7.95848148
Lesotho,Africa,2009,0.4828496
Lithuania,Europe,2009,13.12034259
Luxembourg,Europe,2009,16.15828557
Latvia,Europe,2009,7.56991928
Morocco,Africa,2009,15.4085068
Moldova,Europe,2009,1.48891117
Madagascar,Africa,2009,1.32365831
Maldives,Asia,2009,0.12081785
Mexico,North America,2009,239.1346017
Marshall Islands,Oceania,2009,0.80409894
North Macedonia,Europe,2009,2.60735213
Mali,Africa,2009,0.62351065
Malta,Europe,2009,4.87969659
Myanmar,Asia,2009,6.07566369
Mongolia,Asia,2009,1.83338758
Montenegro,Europe,2009,0.48648255
Mozambique,Africa,2009,2.51132657
Mauritania,Africa,2009,2.10129608
Mauritius,Africa,2009,2.22846575
Malawi,Africa,2009,0.97179907
Malaysia,Asia,2009,199.8410733
Namibia,Africa,2009,3.02661663
Niger,Africa,2009,0.50803064
Nigeria,Africa,2009,53.85261467
Nicaragua,North America,2009,2.71323278
Netherlands,Europe,2009,362.8648822
Norway,Europe,2009,109.8746287
Nepal,Asia,2009,0.66983422
Nauru,Oceania,2009,0.0239117
New Zealand,Oceania,2009,25.77622751
Oman,Asia,2009,23.5605905
Pakistan,Asia,2009,18.00990352
Panama,North America,2009,6.32309626
Peru,South America,2009,28.17472626
Philippines,Asia,2009,55.01122657
Palau,Oceania,2009,0.01867911
Papua New Guinea,Oceania,2009,5.16294941
Poland,Europe,2009,120.1635116
North Korea,Asia,2009,1.52136771
Portugal,Europe,2009,41.51898001
Paraguay,South America,2009,5.1397754
Palestine,Asia,2009,0.07394814
Qatar,Asia,2009,46.32849166
Romania,Europe,2009,38.17810792
Russia,Asia,2009,303.2151332
Rwanda,Africa,2009,0.20710551
Saudi Arabia,Asia,2009,179.6972187
Senegal,Africa,2009,1.17116496
Serbia,Europe,2009,7.75477841
Singapore,Asia,2009,178.0716393
Solomon Islands,Oceania,2009,0.28512446
Sierra Leone,Africa,2009,0.28257785
El Salvador,North America,2009,3.80901662
San Marino,Europe,2009,0.14470386
Somalia,Africa,2009,0.25286324
Sao Tome and Principe,Africa,2009,0.01800229
Suriname,South America,2009,1.59940686
Slovakia,Europe,2009,48.73428032
Slovenia,Europe,2009,20.16336176
Sweden,Europe,2009,128.866712
Eswatini,Africa,2009,0.89686678
Seychelles,Africa,2009,0.39341348
Syria,Asia,2009,6.01558201
Chad,Africa,2009,2.30284904
Togo,Africa,2009,1.34010528
Thailand,Asia,2009,168.0088378
Tajikistan,Asia,2009,0.91863204
Turkmenistan,Asia,2009,2.28122165
Timor-Leste,Asia,2009,0.10541547
Tonga,Oceania,2009,0.01534629
Trinidad and Tobago,North America,2009,12.60259982
Tunisia,Africa,2009,15.08978733
Turkey,Asia,2009,96.87029663
Tuvalu,Oceania,2009,0.00457713
Tanzania,Africa,2009,2.90901218
Uganda,Africa,2009,1.08593297
Ukraine,Europe,2009,44.34033958
Uruguay,South America,2009,6.54646769
United States,North America,2009,1063.351221
Uzbekistan,Asia,2009,8.38666657
Holy See,Europe,2009,0.01778955
St. Vincent and the Grenadines,North America,2009,0.30558244
Venezuela,South America,2009,51.40015999
Vietnam,Asia,2009,63.13320339
Vanuatu,Oceania,2009,0.19760713
Samoa,Oceania,2009,0.07832503
Yemen,Asia,2009,5.38147218
South Africa,Africa,2009,89.89745295
DR Congo,Africa,2009,2.80564281
Zambia,Africa,2009,3.50378469
Zimbabwe,Africa,2009,1.14079088
Afghanistan,Asia,2010,0.61254373
Angola,Africa,2010,53.45918532
Albania,Europe,2010,1.59660521
Andorra,Europe,2010,0.27388751
United Arab Emirates,Asia,2010,164.8921604
Argentina,South America,2010,69.88941636
Armenia,Europe,2010,0.80312831
Antigua and Barbuda,North America,2010,2.65762985
Australia,Oceania,2010,220.5299734
Austria,Europe,2010,139.5381477
Azerbaijan,Europe,2010,22.10589762
Burundi,Africa,2010,0.08151232
Belgium,Europe,2010,302.5431502
Benin,Africa,2010,1.47479786
Bangladesh,Asia,2010,20.68141017
Bulgaria,Europe,2010,19.09794347
Bahrain,Asia,2010,9.34054087
Bahamas,North America,2010,3.12060214
Bosnia and Herzegovina,Europe,2010,4.19888979
Belarus,Europe,2010,20.01283742
Belize,North America,2010,0.41928669
Bolivia,South America,2010,6.11874559
Brazil,South America,2010,215.5588202
Barbados,North America,2010,1.16962819
Brunei,Asia,2010,8.98321287
Bhutan,Asia,2010,0.20560756
Botswana,Africa,2010,2.83250133
Central African Republic,Africa,2010,0.13654308
Canada,North America,2010,396.0548803
Switzerland,Europe,2010,244.9491302
Chile,South America,2010,71.29857347
China,Asia,2010,1937.911682
Ivory Coast,Africa,2010,9.31530897
Cameroon,Africa,2010,4.36224684
Republic of the Congo,Africa,2010,11.13306957
Colombia,South America,2010,40.43886997
Comoros,Africa,2010,0.03674161
Cape Verde,Africa,2010,0.06387595
Costa Rica,North America,2010,26.44328989
Cuba,North America,2010,2.81013522
Cyprus,Europe,2010,3.64909354
Czechia,Europe,2010,118.5294885
Germany,Europe,2010,1173.763634
Djibouti,Africa,2010,0.11891134
Dominica,North America,2010,0.062994
Denmark,Europe,2010,87.93538585
Dominican Rep.,North America,2010,5.97658765
Algeria,Africa,2010,56.54790767
Ecuador,South America,2010,19.07644444
Egypt,Africa,2010,27.99515929
Eritrea,Africa,2010,0.01838599
Spain,Europe,2010,237.730071
Estonia,Europe,2010,10.39470332
Ethiopia,Africa,2010,1.54851361
Finland,Europe,2010,71.63366789
Fiji,Oceania,2010,0.75700124
France,Europe,2010,519.7864411
Micronesia,Oceania,2010,0.05798871
Gabon,Africa,2010,7.21115445
United Kingdom,Europe,2010,384.3510041
Georgia,Europe,2010,2.33847006
Ghana,Africa,2010,4.72633026
Guinea,Africa,2010,2.1313363
Gambia,Africa,2010,0.07327524
Guinea-Bissau,Africa,2010,0.16708543
Equatorial Guinea,Africa,2010,9.60195363
Greece,Europe,2010,23.156906
Grenada,North America,2010,0.033201
Guatemala,North America,2010,8.77378472
Guyana,South America,2010,1.06854747
Honduras,North America,2010,6.64466484
Croatia,Europe,2010,10.41237357
Haiti,North America,2010,0.69544696
Hungary,Europe,2010,88.17184836
Indonesia,Asia,2010,179.6460996
India,Asia,2010,227.1048364
Ireland,Europe,2010,138.4222919
Iran,Asia,2010,88.8469695
Iraq,Asia,2010,51.31449771
Iceland,Europe,2010,4.52837805
Israel,Asia,2010,57.99059719
Italy,Europe,2010,421.8668364
Jamaica,North America,2010,1.10127766
Jordan,Asia,2010,5.17909955
Japan,Asia,2010,829.6075412
Kazakhstan,Asia,2010,47.23316738
Kenya,Africa,2010,4.39823755
Kyrgyzstan,Asia,2010,1.13996852
Cambodia,Asia,2010,5.83376691
Kiribati,Oceania,2010,0.02451659
St. Kitts and Nevis,North America,2010,0.08073829
South Korea,Asia,2010,468.9038323
Kuwait,Asia,2010,68.96248314
Laos,Asia,2010,2.06299244
Lebanon,Asia,2010,2.84573167
Liberia,Africa,2010,1.05912262
Libya,Africa,2010,50.09910724
St. Lucia,North America,2010,2.21432013
Sri Lanka,Asia,2010,8.81081239
Lesotho,Africa,2010,0.80056998
Lithuania,Europe,2010,16.43616732
Luxembourg,Europe,2010,16.61000432
Latvia,Europe,2010,8.7719648
Morocco,Africa,2010,18.54445211
Moldova,Europe,2010,1.72426388
Madagascar,Africa,2010,1.21553383
Maldives,Asia,2010,0.14424874
Mexico,North America,2010,315.6853261
Marshall Islands,Oceania,2010,0.72944123
North Macedonia,Europe,2010,3.30987146
Mali,Africa,2010,0.69884343
Malta,Europe,2010,6.26042202
Myanmar,Asia,2010,6.63340534
Mongolia,Asia,2010,3.11531774
Montenegro,Europe,2010,0.46706775
Mozambique,Africa,2010,3.0150967
Mauritania,Africa,2010,2.44622634
Mauritius,Africa,2010,2.29913234
Malawi,Africa,2010,1.06010036
Malaysia,Asia,2010,263.7113742
Namibia,Africa,2010,3.71685618
Niger,Africa,2010,0.3478663
Nigeria,Africa,2010,81.14801492
Nicaragua,North America,2010,3.36014192
Netherlands,Europe,2010,413.3677962
Norway,Europe,2010,121.7797224
Nepal,Asia,2010,0.78705165
Nauru,Oceania,2010,0.0593154
New Zealand,Oceania,2010,31.77223284
Oman,Asia,2010,31.86106742
Pakistan,Asia,2010,21.73625238
Panama,North America,2010,6.68663863
Peru,South America,2010,33.12036468
Philippines,Asia,2010,74.21141235
Palau,Oceania,2010,0.01859806
Papua New Guinea,Oceania,2010,6.48107278
Poland,Europe,2010,142.5022757
North Korea,Asia,2010,2.14043637
Portugal,Europe,2010,46.49791652
Paraguay,South America,2010,6.33459233
Palestine,Asia,2010,0.1163715
Qatar,Asia,2010,68.22346851
Romania,Europe,2010,47.78608291
Russia,Asia,2010,387.6066033
Rwanda,Africa,2010,0.19337306
Saudi Arabia,Asia,2010,241.5343841
Senegal,Africa,2010,1.72463613
Serbia,Europe,2010,9.35320419
Singapore,Asia,2010,219.3203061
Solomon Islands,Oceania,2010,0.41284372
Sierra Leone,Africa,2010,0.35991947
El Salvador,North America,2010,4.52247438
San Marino,Europe,2010,0.17280574
Somalia,Africa,2010,0.37473589
Sao Tome and Principe,Africa,2010,0.01838656
Sudan,Africa,2010,0.00001785
Suriname,South America,2010,1.87428297
Slovakia,Europe,2010,58.58337816
Slovenia,Europe,2010,23.31952578
Sweden,Europe,2010,148.1993696
Eswatini,Africa,2010,1.97751302
Seychelles,Africa,2010,0.41298297
Syria,Asia,2010,8.80739745
Chad,Africa,2010,3.10284058
Togo,Africa,2010,1.21947854
Thailand,Asia,2010,211.8744287
Tajikistan,Asia,2010,1.22980526
Turkmenistan,Asia,2010,2.68020899
Timor-Leste,Asia,2010,0.07191653
Tonga,Oceania,2010,0.0125327
Trinidad and Tobago,North America,2010,14.98132235
Tunisia,Africa,2010,16.8479482
Turkey,Asia,2010,106.5243835
Tuvalu,Oceania,2010,0.01539791
Tanzania,Africa,2010,2.89295956
Uganda,Africa,2010,1.17359846
Ukraine,Europe,2010,56.51815746
Uruguay,South America,2010,8.22237742
United States,North America,2010,1233.995281
Uzbekistan,Asia,2010,6.71728475
Holy See,Europe,2010,0.00501216
St. Vincent and the Grenadines,North America,2010,0.16530843
Venezuela,South America,2010,62.63530858
Vietnam,Asia,2010,76.81611848
Vanuatu,Oceania,2010,0.50473447
Samoa,Oceania,2010,0.09066461
Yemen,Asia,2010,8.10808845
South Africa,Africa,2010,103.5701352
DR Congo,Africa,2010,5.71108063
Zambia,Africa,2010,5.88276253
Zimbabwe,Africa,2010,1.44841346
Afghanistan,Asia,2011,0.55758557
Angola,Africa,2011,66.20489434
Albania,Europe,2011,1.95817478
Andorra,Europe,2011,0.43943352
United Arab Emirates,Asia,2011,222.6149415
Argentina,South America,2011,83.821971
Armenia,Europe,2011,1.09963174
Antigua and Barbuda,North America,2011,4.83510118
Australia,Oceania,2011,280.8275401
Austria,Europe,2011,164.6216455
Azerbaijan,Europe,2011,32.61542213
Burundi,Africa,2011,0.14680326
Belgium,Europe,2011,359.8137885
Benin,Africa,2011,1.58348319
Bangladesh,Asia,2011,27.00134791
Bulgaria,Europe,2011,25.33731119
Bahrain,Asia,2011,10.07779975
Bahamas,North America,2011,3.12570774
Bosnia and Herzegovina,Europe,2011,5.30962983
Belarus,Europe,2011,30.43897896
Belize,North America,2011,0.89561514
Bolivia,South America,2011,7.83952106
Brazil,South America,2011,274.3045339
Barbados,North America,2011,1.23890671
Brunei,Asia,2011,12.4796516
Bhutan,Asia,2011,0.2369573
Botswana,Africa,2011,5.56790954
Central African Republic,Africa,2011,0.15268349
Canada,North America,2011,459.4440816
Switzerland,Europe,2011,317.9130108
Chile,South America,2011,84.7749353
China,Asia,2011,2221.071165
Ivory Coast,Africa,2011,10.48909499
Cameroon,Africa,2011,5.14524809
Republic of the Congo,Africa,2011,11.90725091
Colombia,South America,2011,57.08229888
Comoros,Africa,2011,0.06389232
Cape Verde,Africa,2011,0.07626088
Costa Rica,North America,2011,30.96702197
Cuba,North America,2011,3.59718763
Cyprus,Europe,2011,5.17029824
Czechia,Europe,2011,144.0384312
Germany,Europe,2011,1377.089634
Djibouti,Africa,2011,0.13402541
Dominica,North America,2011,0.09292497
Denmark,Europe,2011,104.4539111
Dominican Rep.,North America,2011,6.99416661
Algeria,Africa,2011,71.28683007
Ecuador,South America,2011,23.88943108
Egypt,Africa,2011,34.04067354
Eritrea,Africa,2011,0.35245329
Spain,Europe,2011,276.8509475
Estonia,Europe,2011,15.49308827
Ethiopia,Africa,2011,1.98884002
Finland,Europe,2011,83.03608256
Fiji,Oceania,2011,0.83712677
France,Europe,2011,590.0094296
Micronesia,Oceania,2011,0.05235363
Gabon,Africa,2011,11.88142449
United Kingdom,Europe,2011,444.9989957
Georgia,Europe,2011,2.98125337
Ghana,Africa,2011,10.61903407
Guinea,Africa,2011,2.69462877
Gambia,Africa,2011,0.17797181
Guinea-Bissau,Africa,2011,0.38541207
Equatorial Guinea,Africa,2011,13.30923185
Greece,Europe,2011,28.10262473
Grenada,North America,2011,0.04230608
Guatemala,North America,2011,10.99248141
Guyana,South America,2011,1.44004918
Honduras,North America,2011,8.17367099
Croatia,Europe,2011,12.28075916
Haiti,North America,2011,0.90923144
Hungary,Europe,2011,99.40060261
Indonesia,Asia,2011,226.2639915
India,Asia,2011,283.3559923
Ireland,Europe,2011,150.1697457
Iran,Asia,2011,121.5337563
Iraq,Asia,2011,78.6521181
Iceland,Europe,2011,5.25830242
Israel,Asia,2011,66.93097293
Italy,Europe,2011,492.7386745
Jamaica,North America,2011,1.60967487
Jordan,Asia,2011,6.25739858
Japan,Asia,2011,897.5244476
Kazakhstan,Asia,2011,67.85534761
Kenya,Africa,2011,5.3616323
Kyrgyzstan,Asia,2011,0.81984545
Cambodia,Asia,2011,7.92978858
Kiribati,Oceania,2011,0.05593373
St. Kitts and Nevis,North America,2011,0.09297398
South Korea,Asia,2011,550.2857506
Kuwait,Asia,2011,97.45227873
Laos,Asia,2011,3.01505668
Lebanon,Asia,2011,3.78923903
Liberia,Africa,2011,1.12488311
Libya,Africa,2011,19.45966163
St. Lucia,North America,2011,3.36418769
Sri Lanka,Asia,2011,10.48429258
Lesotho,Africa,2011,1.05525162
Lithuania,Europe,2011,22.443881
Luxembourg,Europe,2011,20.00446463
Latvia,Europe,2011,11.87641754
Morocco,Africa,2011,23.62083387
Moldova,Europe,2011,2.37284168
Madagascar,Africa,2011,1.8944914
Maldives,Asia,2011,0.21239552
Mexico,North America,2011,371.5127944
Marshall Islands,Oceania,2011,0.51150136
North Macedonia,Europe,2011,4.57069592
Mali,Africa,2011,1.00435202
Malta,Europe,2011,6.3754731
Myanmar,Asia,2011,8.49612933
Mongolia,Asia,2011,4.3845192
Montenegro,Europe,2011,0.53216835
Mozambique,Africa,2011,3.80365184
Mauritania,Africa,2011,3.54760505
Mauritius,Africa,2011,2.59056366
Malawi,Africa,2011,1.16685871
Malaysia,Asia,2011,303.4227299
Namibia,Africa,2011,4.41984902
Niger,Africa,2011,0.80816314
Nigeria,Africa,2011,111.560726
Nicaragua,North America,2011,5.03223584
Netherlands,Europe,2011,496.9839922
Norway,Europe,2011,147.1760607
Nepal,Asia,2011,0.82381171
Nauru,Oceania,2011,0.07751725
New Zealand,Oceania,2011,38.66509219
Oman,Asia,2011,44.51307733
Pakistan,Asia,2011,26.38409585
Panama,North America,2011,8.17000316
Peru,South America,2011,42.69031541
Philippines,Asia,2011,76.48823567
Palau,Oceania,2011,0.01976328
Papua New Guinea,Oceania,2011,8.30647906
Poland,Europe,2011,172.0434628
North Korea,Asia,2011,3.41402557
Portugal,Europe,2011,56.55052828
Paraguay,South America,2011,7.69128694
Palestine,Asia,2011,0.08285025
Qatar,Asia,2011,110.1869509
Romania,Europe,2011,60.32808711
Russia,Asia,2011,513.5727231
Rwanda,Africa,2011,0.33876063
Saudi Arabia,Asia,2011,351.5391435
Senegal,Africa,2011,2.43332271
Serbia,Europe,2011,11.67636573
Singapore,Asia,2011,255.7391258
Solomon Islands,Oceania,2011,0.61568153
Sierra Leone,Africa,2011,0.50352839
El Salvador,North America,2011,5.54749805
San Marino,Europe,2011,0.16184989
Somalia,Africa,2011,0.4639728
Sao Tome and Principe,Africa,2011,0.01643426
Sudan,Africa,2011,0.03433156
Suriname,South America,2011,2.22942779
Slovakia,Europe,2011,71.72375752
Slovenia,Europe,2011,27.89822524
